Round,Wk,Day,Home,xG,Score,xGA,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,5,Wed,Krasnodar,1.5,1–0,0.7,Rennes,8747,Krasnodar Stadium,William Collum,Match Report,
Group stage,5,Wed,Basaksehir,0.6,3–4,2.1,RB Leipzig,,Basaksehir Fatih Terim Stadium,Carlos del Cerro,Match Report,
Group stage,5,Wed,Club Brugge,2,3–0,0.2,ru Zenit,,Jan Breydelstadion,Serdar Gözübüyük,Match Report,
Group stage,5,Wed,Juventus,2.9,3–0,0.6,Dynamo Kyiv,,Allianz Stadium,Stephanie Frappart,Match Report,
Group stage,5,Wed,Dortmund,1.4,1–1,1.9,Lazio,,Signal Iduna Park,Antonio Mateu Lahoz,Match Report,
Group stage,5,Wed,Ferencvaros,0.8,0–3,4,Barcelona,,Puskas Arena,Aliaksei Kulbakou,Match Report,
Group stage,5,Wed,Sevilla,1.3,0–4,2.4,Chelsea,,Estadio Ramón Sanchez Pizjuan,Artur Soares Dias,Match Report,
Group stage,6,Tue,Lazio,2.7,2–2,1.1,Club Brugge,,Stadio Olimpico,Cüneyt Çakιr,Match Report,
Group stage,6,Tue,Chelsea,2.5,1–1,0.4,ru Krasnodar,2000,Stamford Bridge,Pavel Kralovec,Match Report,
Group stage,6,Tue,Zenit,1.2,1–2,1.6,Dortmund,10860,Gazprom Arena,Istvan Kovacs,Match Report,
Group stage,6,Tue,Barcelona,0.9,0–3,2.9,Juventus,,Camp Nou,Tobias Stieler,Match Report,
Group stage,6,Tue,Rennes,2.4,1–3,1.5,Sevilla,,Roazhon Park,Bartosz Frankowski,Match Report,
Group stage,6,Tue,RB Leipzig,1.5,3–2,2,Manchester Utd,,Red Bull Arena,Antonio Mateu Lahoz,Match Report,
Group stage,6,Tue,Dynamo Kyiv,0.5,1–0,0.7,Ferencvaros,,NSK Olimpijs'kyj,Andreas Ekberg,Match Report,
Group stage,6,Wed,Ajax,0.7,0–1,1.2,Atalanta,,Johan Cruyff ArenA,Carlos del Cerro,Match Report,
Group stage,6,Wed,Paris S-G,3.1,5–1,0.8,Basaksehir,,Parc des Princes,Danny Makkelie,Match Report,
Group stage,6,Wed,Midtjylland,2.3,1–1,1.1,Liverpool,,MCH Arena,François Letexier,Match Report,
Group stage,6,Wed,Manchester City,2.4,3–0,0.5,Marseille,,Etihad Stadium,Halil Umut Meler,Match Report,
Group stage,6,Wed,Real Madrid,2.8,2–0,1,Gladbach,,Estadio Alfredo Di Stefano,Björn Kuipers,Match Report,
Group stage,6,Wed,Bayern Munich,1.7,2–0,0.4,ru Loko Moscow,,Allianz Arena,Sandro Schärer,Match Report,
Group stage,6,Wed,RB Salzburg,1.4,0–2,0.6,Atletico Madrid,,Red Bull Arena,Anthony Taylor,Match Report,
Group stage,6,Wed,Inter,1.3,0–0,0.4,Shakhtar,,Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
Group stage,6,Wed,Olympiacos,1,0–2,1,Porto,,Stadio Georgios Karaiskaki,Felix Brych,Match Report,
Round of 16,,Tue,Barcelona,1.6,1–4,2.8,Paris S-G,,Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2
Round of 16,,Tue,RB Leipzig,1.3,0–2,1.4,Liverpool,,Puskas Arena (Neutral Site),Slavko Vinčič,Match Report,Leg 1 of 2
Round of 16,,Wed,Porto,1.3,2–1,0.9,Juventus,,Estadio Do Dragão,Carlos del Cerro,Match Report,Leg 1 of 2
Round of 16,,Wed,Sevilla,0.9,2–3,1.2,Dortmund,,Estadio Ramón Sanchez Pizjuan,Danny Makkelie,Match Report,Leg 1 of 2
Round of 16,,Tue,Lazio,0.9,1–4,1.9,Bayern Munich,,Stadio Olimpico,Orel Grinfeeld,Match Report,Leg 1 of 2
Round of 16,,Tue,Atletico Madrid,0.8,0–1,1,Chelsea,,Arena Naţională (Neutral Site),Felix Brych,Match Report,Leg 1 of 2
Round of 16,,Wed,Gladbach,0.4,0–2,1.6,Manchester City,,Puskas Arena (Neutral Site),Artur Soares Dias,Match Report,Leg 1 of 2
Round of 16,,Wed,Atalanta,0.1,0–1,1.5,Real Madrid,,Stadio Atleti Azzurri d'Italia,Tobias Stieler,Match Report,Leg 1 of 2
Round of 16,,Tue,Juventus,3,3–2,2.2,Porto,,Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Porto won; Required Extra Time
Round of 16,,Tue,Dortmund,2.2,2–2,2,Sevilla,,Fußballpark BVB Hohenbuschei,Cüneyt Çakιr,Match Report,Leg 2 of 2; Dortmund won
Round of 16,,Wed,Liverpool,2.4,2–0,0.9,RB Leipzig,,Puskas Arena (Neutral Site),Clement Turpin,Match Report,Leg 2 of 2; Liverpool won
Round of 16,,Wed,Paris S-G,1.7,1–1,2.2,Barcelona,,Parc des Princes,Anthony Taylor,Match Report,Leg 2 of 2; Paris S-G won
Round of 16,,Tue,Manchester City,1.4,2–0,0.3,Gladbach,,Puskas Arena (Neutral Site),Sergey Karasev,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Tue,Real Madrid,2.7,3–1,1.3,Atalanta,,Estadio Alfredo Di Stefano,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won
Round of 16,,Wed,Chelsea,2,2–0,0.5,Atletico Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
Round of 16,,Wed,Bayern Munich,1.9,2–1,1.1,Lazio,,Allianz Arena,Istvan Kovacs,Match Report,Leg 2 of 2; Bayern Munich won
Quarter-finals,,Tue,Manchester City,2.1,2–1,1.1,Dortmund,,Etihad Stadium,Ovidiu Hațegan,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Real Madrid,2.1,3–1,0.7,Liverpool,,Estadio Alfredo Di Stefano,Felix Brych,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Porto,1.4,0–2,1.6,Chelsea,,Estadio Ramón Sanchez Pizjuan (Neutral Site),Slavko Vinčič,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Bayern Munich,3.7,2–3,1.3,Paris S-G,,Allianz Arena,Antonio Mateu Lahoz,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Chelsea,1.2,0–1,0.4,Porto,,Estadio Ramón Sanchez Pizjuan (Neutral Site),Clement Turpin,Match Report,Leg 2 of 2; Chelsea won
Quarter-finals,,Tue,Paris S-G,1.6,0–1,1.5,Bayern Munich,,Parc des Princes,Daniele Orsato,Match Report,Leg 2 of 2; Paris S-G won
Quarter-finals,,Wed,Liverpool,1.2,0–0,0.8,Real Madrid,,Anfield,Björn Kuipers,Match Report,Leg 2 of 2; Real Madrid won
Quarter-finals,,Wed,Dortmund,0.5,1–2,2.5,Manchester City,,Signal Iduna Park,Carlos del Cerro,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Tue,Real Madrid,0.7,1–1,1.7,Chelsea,,Estadio Alfredo Di Stefano,Danny Makkelie,Match Report,Leg 1 of 2
Semi-finals,,Wed,Paris S-G,1,1–2,0.8,Manchester City,,Parc des Princes,Felix Brych,Match Report,Leg 1 of 2
Semi-finals,,Tue,Manchester City,1.4,2–0,0.8,Paris S-G,,Etihad Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Wed,Chelsea,4,2–0,0.5,Real Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
Final,,Sat,Manchester City,0.5,0–1,1.4,Chelsea,14110,Estadio Do Dragão (Neutral Site),Antonio Mateu Lahoz,Match Report,
Group stage,1,Tue,Sevilla,1.5,1–1,2.9,RB Salzburg,18373,Estadio Ramón Sanchez Pizjuan,Aliaksei Kulbakou,Match Report,
Group stage,1,Tue,Young Boys,1.4,2–1,0.5,Manchester Utd,31120,Wankdorfstadion,François Letexier,Match Report,
Group stage,1,Tue,Chelsea,0.7,1–0,0.9,ru Zenit,39252,Stamford Bridge,Bartosz Frankowski,Match Report,
Group stage,1,Tue,Villarreal,2.3,2–2,1.3,Atalanta,12916,Estadio de la Ceramica,Clement Turpin,Match Report,
Group stage,1,Tue,Barcelona,0.2,0–3,2.7,Bayern Munich,39737,Camp Nou,Michael Oliver,Match Report,
Group stage,1,Tue,Lille,1.6,0–0,0.1,Wolfsburg,34314,Stade Pierre-Mauroy,Danny Makkelie,Match Report,
Group stage,1,Tue,Malmo,0.4,0–3,3.5,Juventus,5832,Eleda Stadion,Artur Dias,Match Report,
Group stage,1,Tue,Dynamo Kyiv,0.6,0–0,1,Benfica,21657,NSK Olimpijs'kyj,Anthony Taylor,Match Report,
Group stage,1,Wed,Sheriff Tiraspol,1,2–0,0.8,Shakhtar,5205,Bolshaya Sportivnaya Arena,Deniz Aytekin,Match Report,
Group stage,1,Wed,Besiktas,1.2,1–2,3,Dortmund,22445,Vodafone Arena,Antonio Mateu Lahoz,Match Report,
Group stage,1,Wed,Sporting CP,0.7,1–5,3.1,Ajax,20382,Estadio Jose Alvalade,Jose Sanchez,Match Report,
Group stage,1,Wed,Manchester City,1.9,6–3,0.9,RB Leipzig,38062,Etihad Stadium,Serdar Gözübüyük,Match Report,
Group stage,1,Wed,Liverpool,2.5,3–2,1.6,Milan,51445,Anfield,Szymon Marciniak,Match Report,
Group stage,1,Wed,Inter,2.4,0–1,1.2,Real Madrid,37082,Stadio Giuseppe Meazza,Daniel Siebert,Match Report,
Group stage,1,Wed,Club Brugge,1.3,1–1,1.4,Paris S-G,27546,Jan Breydelstadion,Sandro Schärer,Match Report,
Group stage,1,Wed,Atletico Madrid,0.3,0–0,1.6,Porto,40098,Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,
Group stage,2,Tue,Ajax,3.5,2–0,0.9,Besiktas,52628,Johan Cruyff ArenA,Benoît Bastien,Match Report,
Group stage,2,Tue,Shakhtar,1.3,0–0,1,Inter,26170,NSK Olimpijs'kyj,Istvan Kovacs,Match Report,
Group stage,2,Tue,Porto,0.9,1–5,3.4,Liverpool,23520,Estadio Do Dragão,Sergey Karasev,Match Report,
Group stage,2,Tue,Real Madrid,3.1,1–2,0.4,Sheriff Tiraspol,24522,Estadio Santiago Bernabeu,Lawrence Visser,Match Report,
Group stage,2,Tue,RB Leipzig,1.3,1–2,1.4,Club Brugge,23500,Red Bull Arena,Slavko Vinčič,Match Report,
Group stage,2,Tue,Dortmund,0.3,1–0,0.4,Sporting CP,25000,Signal Iduna Park,Srdjan Stojanovic,Match Report,
Group stage,2,Tue,Paris S-G,0.4,2–0,1.9,Manchester City,37350,Parc des Princes,Carlos del Cerro,Match Report,
Group stage,2,Tue,Milan,0.7,1–2,2.1,Atletico Madrid,35374,Stadio Giuseppe Meazza,Cüneyt Çakιr,Match Report,
Group stage,2,Wed,Atalanta,2.5,1–0,0.1,Young Boys,8536,Stadio Atleti Azzurri d'Italia,Felix Brych,Match Report,
Group stage,2,Wed,Zenit,2.5,4–0,0.5,Malmo,15339,Gazprom Arena,Anastasios Sidiropoulos,Match Report,
Group stage,2,Wed,Manchester Utd,1.1,2–1,2.3,Villarreal,73130,Old Trafford,Felix Zwayer,Match Report,
Group stage,2,Wed,Benfica,1.9,3–0,1.2,Barcelona,29454,Estadio do Sport Lisboa e Benfica,Daniele Orsato,Match Report,
Group stage,2,Wed,RB Salzburg,2.1,2–1,0.5,Lille,24207,Red Bull Arena,Halil Umut Meler,Match Report,
Group stage,2,Wed,Juventus,0.9,1–0,1.3,Chelsea,19934,Allianz Stadium,Jesús Gil,Match Report,
Group stage,2,Wed,Bayern Munich,2.7,5–0,0.3,Dynamo Kyiv,25000,Allianz Arena,Marco Guida,Match Report,
Group stage,2,Wed,Wolfsburg,1.2,1–1,1.1,Sevilla,11733,Volkswagen Arena,Georgi Kabakov,Match Report,
Group stage,3,Tue,Club Brugge,0.6,1–5,4.7,Manchester City,24915,Jan Breydelstadion,Istvan Kovacs,Match Report,
Group stage,3,Tue,Besiktas,0.9,1–4,4.4,Sporting CP,22936,Vodafone Arena,Slavko Vinčič,Match Report,
Group stage,3,Tue,Porto,1.1,1–0,0.2,Milan,32130,Estadio Do Dragão,Felix Brych,Match Report,
Group stage,3,Tue,Atletico Madrid,2.2,2–3,1.3,Liverpool,60725,Estadio Wanda Metropolitano,Daniel Siebert,Match Report,
Group stage,3,Tue,Inter,2.3,3–1,0.4,Sheriff Tiraspol,43305,Stadio Giuseppe Meazza,Danny Makkelie,Match Report,
Group stage,3,Tue,Paris S-G,3,3–2,2.1,RB Leipzig,47359,Parc des Princes,Marco Guida,Match Report,
Group stage,3,Tue,Ajax,2.1,4–0,1.2,Dortmund,54029,Johan Cruyff ArenA,Jesús Gil,Match Report,
Group stage,3,Tue,Shakhtar,0.7,0–5,2.6,Real Madrid,34037,Oblasny SportKomplex Metalist,Srđan Jovanović,Match Report,
Group stage,3,Wed,RB Salzburg,2.7,3–1,0.9,Wolfsburg,29520,Red Bull Arena,Daniele Orsato,Match Report,
Group stage,3,Wed,Barcelona,2.2,1–0,0.1,Dynamo Kyiv,45968,Camp Nou,Clement Turpin,Match Report,
Group stage,3,Wed,Manchester Utd,2.8,3–2,1.6,Atalanta,72279,Old Trafford,Szymon Marciniak,Match Report,
Group stage,3,Wed,Benfica,0.7,0–4,3,Bayern Munich,55201,Estadio do Sport Lisboa e Benfica,Ovidiu Hațegan,Match Report,
Group stage,3,Wed,Chelsea,2.6,4–0,0.1,Malmo,39095,Stamford Bridge,François Letexier,Match Report,
Group stage,3,Wed,Lille,0.8,0–0,1.1,Sevilla,34362,Stade Pierre-Mauroy,Michael Oliver,Match Report,
Group stage,3,Wed,Young Boys,2.7,1–4,2.7,Villarreal,27398,Wankdorfstadion,Sergey Karasev,Match Report,
Group stage,3,Wed,Zenit,0.6,0–1,1.2,Juventus,18717,Gazprom Arena,Sandro Schärer,Match Report,
Group stage,4,Tue,Wolfsburg,1.7,2–1,1.6,RB Salzburg,16112,Volkswagen Arena,Artur Dias,Match Report,
Group stage,4,Tue,Malmo,0.2,0–1,2.5,Chelsea,19551,Eleda Stadion,Felix Brych,Match Report,
Group stage,4,Tue,Bayern Munich,4.8,5–2,1,Benfica,50000,Allianz Arena,Szymon Marciniak,Match Report,
Group stage,4,Tue,Atalanta,1.5,2–2,1.1,Manchester Utd,14443,Stadio Atleti Azzurri d'Italia,Slavko Vinčič,Match Report,
Group stage,4,Tue,Villarreal,2.2,2–0,1.1,Young Boys,14890,Estadio de la Ceramica,Serdar Gözübüyük,Match Report,
Group stage,4,Tue,Juventus,2.7,4–2,1.3,ru Zenit,20053,Allianz Stadium,Alejandro Hernandez,Match Report,
Group stage,4,Tue,Sevilla,1,1–2,1.9,Lille,29369,Estadio Ramón Sanchez Pizjuan,Istvan Kovacs,Match Report,
Group stage,4,Tue,Dynamo Kyiv,1.1,0–1,1.1,Barcelona,31378,NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,
Group stage,4,Wed,Milan,0.6,1–1,1.8,Porto,39675,Stadio Giuseppe Meazza,Clement Turpin,Match Report,
Group stage,4,Wed,Real Madrid,2,2–1,1.3,Shakhtar,38105,Estadio Santiago Bernabeu,Benoît Bastien,Match Report,
Group stage,4,Wed,Manchester City,4.6,4–1,0.8,Club Brugge,50228,Etihad Stadium,Antonio Mateu Lahoz,Match Report,
Group stage,4,Wed,Sporting CP,2.7,4–0,1.1,Besiktas,40835,Estadio Jose Alvalade,Sergey Karasev,Match Report,
Group stage,4,Wed,Liverpool,3,2–0,0.2,Atletico Madrid,51347,Anfield,Danny Makkelie,Match Report,
Group stage,4,Wed,RB Leipzig,3.3,2–2,2.1,Paris S-G,39794,Red Bull Arena,Andreas Ekberg,Match Report,
Group stage,4,Wed,Dortmund,1.7,1–3,2,Ajax,54820,Signal Iduna Park,Michael Oliver,Match Report,
Group stage,4,Wed,Sheriff Tiraspol,0.3,1–3,2.5,Inter,5930,Bolshaya Sportivnaya Arena,Felix Zwayer,Match Report,
Group stage,5,Tue,Villarreal,0.6,0–2,1.2,Manchester Utd,20875,Estadio de la Ceramica,Felix Brych,Match Report,
Group stage,5,Tue,Dynamo Kyiv,1.1,1–2,1,Bayern Munich,28732,NSK Olimpijs'kyj,Halil Umut Meler,Match Report,
Group stage,5,Tue,Chelsea,3,4–0,0.7,Juventus,39513,Stamford Bridge,Srđan Jovanović,Match Report,
Group stage,5,Tue,Barcelona,1.4,0–0,1.2,Benfica,49572,Camp Nou,Sergey Karasev,Match Report,
Group stage,5,Tue,Lille,0.7,1–0,0.5,RB Salzburg,33573,Stade Pierre-Mauroy,Anthony Taylor,Match Report,
Group stage,5,Tue,Young Boys,0.7,3–3,1.2,Atalanta,31120,Stade de Suisse Wankdorf Bern,Daniel Siebert,Match Report,
Group stage,5,Tue,Sevilla,1.6,2–0,0.3,Wolfsburg,28663,Estadio Ramón Sanchez Pizjuan,Cüneyt Çakιr,Match Report,
Group stage,5,Tue,Malmo,0.2,1–1,1.9,ru Zenit,15520,Eleda Stadion,Andris Treimanis,Match Report,
Group stage,5,Wed,Inter,2.6,2–0,0.6,Shakhtar,46225,Stadio Giuseppe Meazza,Ovidiu Hațegan,Match Report,
Group stage,5,Wed,Manchester City,2.1,2–1,1,Paris S-G,52030,Etihad Stadium,Daniele Orsato,Match Report,
Group stage,5,Wed,Sporting CP,1.9,3–1,1.6,Dortmund,41341,Estadio Jose Alvalade,Carlos del Cerro,Match Report,
Group stage,5,Wed,Liverpool,0.6,2–0,1.1,Porto,52209,Anfield,Felix Zwayer,Match Report,
Group stage,5,Wed,Besiktas,1.9,1–2,2.5,Ajax,11712,Vodafone Arena,Irfan Peljto,Match Report,
Group stage,5,Wed,Atletico Madrid,0.9,0–1,1.3,Milan,61019,Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,
Group stage,5,Wed,Club Brugge,0.9,0–5,3.8,RB Leipzig,24072,Jan Breydelstadion,Davide Massa,Match Report,
Group stage,5,Wed,Sheriff Tiraspol,1.4,0–3,1.5,Real Madrid,5932,Bolshaya Sportivnaya Arena,Szymon Marciniak,Match Report,
Group stage,6,Tue,Paris S-G,3.6,4–1,1.1,Club Brugge,47492,Parc des Princes,Jesús Gil,Match Report,
Group stage,6,Tue,RB Leipzig,1.7,2–1,1.2,Manchester City,,Red Bull Arena,Sandro Schärer,Match Report,
Group stage,6,Tue,Porto,1.6,1–3,3.7,Atletico Madrid,38830,Estadio Do Dragão,Clement Turpin,Match Report,
Group stage,6,Tue,Real Madrid,1.2,2–0,0.9,Inter,44887,Estadio Santiago Bernabeu,Felix Brych,Match Report,
Group stage,6,Tue,Dortmund,3.5,5–0,0.1,Besiktas,15000,Signal Iduna Park,François Letexier,Match Report,
Group stage,6,Tue,Ajax,2.1,4–2,1.2,Sporting CP,,Johan Cruyff ArenA,Davide Massa,Match Report,
Group stage,6,Tue,Milan,1.4,1–2,1.9,Liverpool,56237,Stadio Giuseppe Meazza,Danny Makkelie,Match Report,
Group stage,6,Tue,Shakhtar,2,1–1,1,Sheriff Tiraspol,6841,Oblasny SportKomplex Metalist,Donatas Rumšas,Match Report,
Group stage,6,Wed,Juventus,2.1,1–0,0.2,Malmo,17501,Allianz Stadium,Irfan Peljto,Match Report,
Group stage,6,Wed,Benfica,1.1,2–0,1,Dynamo Kyiv,36591,Estadio do Sport Lisboa e Benfica,Deniz Aytekin,Match Report,
Group stage,6,Wed,Manchester Utd,1.2,1–1,1.3,Young Boys,73156,Old Trafford,Benoît Bastien,Match Report,
Group stage,6,Wed,Zenit,2.6,3–3,2.7,Chelsea,29349,Gazprom Arena,Serdar Gözübüyük,Match Report,
Group stage,6,Wed,Bayern Munich,2.4,3–0,0.4,Barcelona,,Allianz Arena,Ovidiu Hațegan,Match Report,
Group stage,6,Wed,Wolfsburg,0.7,1–3,2.5,Lille,6544,Volkswagen Arena,Daniele Orsato,Match Report,
Group stage,6,Wed,RB Salzburg,0.6,1–0,0.9,Sevilla,,Red Bull Arena,Slavko Vinčič,Match Report,
Group stage,6,Thu,Atalanta,2,2–3,2.2,Villarreal,11690,Stadio Atleti Azzurri d'Italia,Anthony Taylor,Match Report,
Round of 16,,Tue,Sporting CP,0.1,0–5,2.1,Manchester City,48129,Estadio Jose Alvalade,Srdjan Stojanovic,Match Report,Leg 1 of 2
Round of 16,,Tue,Paris S-G,2,1–0,0.2,Real Madrid,47443,Parc des Princes,Daniele Orsato,Match Report,Leg 1 of 2
Round of 16,,Wed,RB Salzburg,1.1,1–1,2.3,Bayern Munich,29520,Red Bull Arena,Michael Oliver,Match Report,Leg 1 of 2
Round of 16,,Wed,Inter,0.6,0–2,1,Liverpool,37918,Stadio Giuseppe Meazza,Szymon Marciniak,Match Report,Leg 1 of 2
Round of 16,,Tue,Chelsea,1.2,2–0,0.8,Lille,38832,Stamford Bridge,Jesús Gil,Match Report,Leg 1 of 2
Round of 16,,Tue,Villarreal,1.3,1–1,0.7,Juventus,17686,Estadio de la Ceramica,Daniel Siebert,Match Report,Leg 1 of 2
Round of 16,,Wed,Benfica,2,2–2,2.4,Ajax,54760,Estadio do Sport Lisboa e Benfica,Slavko Vinčič,Match Report,Leg 1 of 2
Round of 16,,Wed,Atletico Madrid,1.3,1–1,0.6,Manchester Utd,63273,Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,Leg 1 of 2
Round of 16,,Tue,Liverpool,1.8,0–1,0.5,Inter,51747,Anfield,Antonio Mateu Lahoz,Match Report,Leg 2 of 2; Liverpool won
Round of 16,,Tue,Bayern Munich,4.2,7–1,0.7,RB Salzburg,25000,Allianz Arena,Clement Turpin,Match Report,Leg 2 of 2; Bayern Munich won
Round of 16,,Wed,Manchester City,1.5,0–0,0.8,Sporting CP,51213,Etihad Stadium,Halil Umut Meler,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Wed,Real Madrid,2,3–1,0.8,Paris S-G,59895,Estadio Santiago Bernabeu,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won
Round of 16,,Tue,Manchester Utd,1,0–1,0.5,Atletico Madrid,73008,Old Trafford,Slavko Vinčič,Match Report,Leg 2 of 2; Atletico Madrid won
Round of 16,,Tue,Ajax,1.3,0–1,0.4,Benfica,54066,Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 2 of 2; Benfica won
Round of 16,,Wed,Lille,1.7,1–2,1,Chelsea,49048,Stade Pierre-Mauroy,Davide Massa,Match Report,Leg 2 of 2; Chelsea won
Round of 16,,Wed,Juventus,1.5,0–3,2.5,Villarreal,30385,Allianz Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Villarreal won
Quarter-finals,,Tue,Benfica,1.2,1–3,3.9,Liverpool,59633,Estadio do Sport Lisboa e Benfica,Jesús Gil,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Manchester City,1,1–0,0,Atletico Madrid,52018,Etihad Stadium,Istvan Kovacs,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Chelsea,1.3,1–3,1.8,Real Madrid,38689,Stamford Bridge,Clement Turpin,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Villarreal,1.5,1–0,1.6,Bayern Munich,21626,Estadio de la Ceramica,Anthony Taylor,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Bayern Munich,1.4,1–1,0.7,Villarreal,70000,Allianz Arena,Slavko Vinčič,Match Report,Leg 2 of 2; Villarreal won
Quarter-finals,,Tue,Real Madrid,1.2,2–3,2.7,Chelsea,59839,Estadio Santiago Bernabeu,Szymon Marciniak,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time
Quarter-finals,,Wed,Liverpool,1.8,3–3,1.2,Benfica,51373,Anfield,Serdar Gözübüyük,Match Report,Leg 2 of 2; Liverpool won
Quarter-finals,,Wed,Atletico Madrid,0.8,0–0,1.2,Manchester City,65675,Estadio Wanda Metropolitano,Daniel Siebert,Match Report,Leg 2 of 2; Manchester City won
Semi-finals,,Tue,Manchester City,2.7,4–3,1.6,Real Madrid,52217,Etihad Stadium,Istvan Kovacs,Match Report,Leg 1 of 2
Semi-finals,,Wed,Liverpool,1.6,2–0,0.1,Villarreal,51586,Anfield,Szymon Marciniak,Match Report,Leg 1 of 2
Semi-finals,,Tue,Villarreal,1.2,2–3,2.5,Liverpool,23665,Estadio de la Ceramica,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
Semi-finals,,Wed,Real Madrid,2.3,3–1,1.4,Manchester City,61416,Estadio Santiago Bernabeu,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time
Final,,Sat,Liverpool,2.2,0–1,0.9,Real Madrid,75000,Stade de France (Neutral Site),Clement Turpin,Match Report,
Group stage,1,Tue,Dinamo Zagreb,0.6,1–0,0.9,Chelsea,20607,Stadion Maksimir,Istvan Kovacs,Match Report,
Group stage,1,Tue,Dortmund,2.3,3–0,0.5,FC Copenhagen,70700,Signal Iduna Park,François Letexier,Match Report,
Group stage,1,Tue,Celtic,1.4,0–3,1.9,Real Madrid,57057,Celtic Park,Sandro Schärer,Match Report,
Group stage,1,Tue,Benfica,0.9,2–0,0.1,Maccabi Haifa,55130,Estadio do Sport Lisboa e Benfica,Andreas Ekberg,Match Report,
Group stage,1,Tue,RB Salzburg,1.3,1–1,0.9,Milan,29520,Red Bull Arena,Srđan Jovanović,Match Report,
Group stage,1,Tue,Sevilla,0.3,0–4,3.6,Manchester City,38764,Estadio Ramón Sanchez Pizjuan,Davide Massa,Match Report,
Group stage,1,Tue,RB Leipzig,1.4,1–4,0.9,Shakhtar,41591,Red Bull Arena,João Pinheiro,Match Report,
Group stage,1,Tue,Paris S-G,1.7,2–1,1,Juventus,47415,Parc des Princes,Anthony Taylor,Match Report,
Group stage,1,Wed,Ajax,2.1,4–0,0.1,Rangers,52862,Johan Cruyff ArenA,Tobias Stieler,Match Report,
Group stage,1,Wed,Eint Frankfurt,0.8,0–3,0.9,Sporting CP,50500,Deutsche Bank Park,Orel Grinfeeld,Match Report,
Group stage,1,Wed,Tottenham,1.5,2–0,0.4,Marseille,57367,Tottenham Hotspur Stadium,Slavko Vinčič,Match Report,
Group stage,1,Wed,Napoli,4,4–1,1,Liverpool,51793,Stadio Diego Armando Maradona,Carlos del Cerro,Match Report,
Group stage,1,Wed,Atletico Madrid,0.8,2–1,2,Porto,51777,Estadio Cívitas Metropolitano,Szymon Marciniak,Match Report,
Group stage,1,Wed,Barcelona,2.3,5–1,0.8,Viktoria Plzen,77411,Camp Nou,Lawrence Visser,Match Report,
Group stage,1,Wed,Inter,0.7,0–2,2.5,Bayern Munich,58951,Stadio Giuseppe Meazza,Clement Turpin,Match Report,
Group stage,1,Wed,Club Brugge,0.5,1–0,1,Leverkusen,21235,Jan Breydelstadion,Irfan Peljto,Match Report,
Group stage,2,Tue,Sporting CP,0.9,2–0,0.9,Tottenham,39899,Estadio Jose Alvalade,Srđan Jovanović,Match Report,
Group stage,2,Tue,Viktoria Plzen,0.3,0–2,1.9,Inter,11252,Doosan Arena,Sandro Schärer,Match Report,
Group stage,2,Tue,Liverpool,2.2,2–1,0.3,Ajax,52387,Anfield,Artur Dias,Match Report,
Group stage,2,Tue,Porto,1,0–4,2.7,Club Brugge,39225,Estadio Do Dragão,Anastasios Sidiropoulos,Match Report,
Group stage,2,Tue,Leverkusen,1.8,2–0,0.9,Atletico Madrid,25825,BayArena,Michael Oliver,Match Report,
Group stage,2,Tue,Marseille,0.9,0–1,1.2,Eint Frankfurt,62500,Orange Velodrome,Jose Sanchez,Match Report,
Group stage,2,Tue,Bayern Munich,1.7,2–0,2,Barcelona,75000,Allianz Arena,Danny Makkelie,Match Report,
Group stage,2,Wed,Milan,2.2,3–1,0.4,Dinamo Zagreb,61341,Stadio Giuseppe Meazza,Jesús Gil,Match Report,
